ref,codigo,descripcion,valor,tipo
213429,380602,TROMBOLISIS ARTERIAL ABDOMINAL VIA ENDOVASCULAR (198),291145,diagnostico
380602,213429,TROMBOLISIS DE ARTERIAS DE MIEMBROS INFERIORES POR VIA ENDOVASCULAR (198),291145,diagnostico
213429,380810,TROMBOLISIS DE ARTERIAS DE MIEMBROS INFERIORES POR VIA ENDOVASCULAR (198),291145,diagnostico
380810,213430,FLEBOGRAFIA DE MIEMBRO SUPERIOR NCOC (60),104360,diagnostico
213430,878301,FLEBOGRAFIA DE MIEMBRO SUPERIOR NCOC (60),104360,diagnostico
878301,213430,FLEBOGRAFIA DE MIEMBRO INFERIOR NCOC (60),104360,diagnostico
213430,878401,FLEBOGRAFIA DE MIEMBRO INFERIOR NCOC (60),104360,diagnostico
878401,213431,ANGIOGRAFIA DE VENAS CAVAS O CAVOGRAFIA,95800,diagnostico
213431,876241,ANGIOGRAFIA DE VENAS CAVAS O CAVOGRAFIA,95800,diagnostico
876241,213431,FLEBOGRAFIA ABDOMINAL: SISTEMA DE LA VENA PORTA,95800,diagnostico
213431,877210,FLEBOGRAFIA ABDOMINAL: SISTEMA DE LA VENA PORTA,95800,diagnostico
877210,213432,M21437,193220,diagnostico
213432,M21437,ESPLENOPORTOGRAFÍA (240),193220,diagnostico
213433,877214,PORTOGRAFIA TRANSHEPATICA,280685,diagnostico
877214,213434,VENOGRAFIA SELECTIVA (353),120455,diagnostico
213434,878933,VENOGRAFIA SELECTIVA (353),120455,diagnostico
878933,213435,FLEBOGRAFIA GONADAL,120425,diagnostico
213435,877281,FLEBOGRAFIA GONADAL,120425,diagnostico
877281,213436,INSERCION DE IMPLANTE O FILTRO EN VENA CAVA (SUPERIOR O INFERIOR) SOD,345040,diagnostico
213436,387300,INSERCION DE IMPLANTE O FILTRO EN VENA CAVA (SUPERIOR O INFERIOR) SOD,345040,diagnostico
387300,213438,"EXTRACCION DE CUERPO EXTRAÑO INTRAVASCULAR (ARTERIAL) (VENOSO), VIA ENDOVASCULAR [PERCUTANEA]",307965,diagnostico
213438,386402,"EXTRACCION DE CUERPO EXTRAÑO INTRAVASCULAR (ARTERIAL) (VENOSO), VIA ENDOVASCULAR [PERCUTANEA]",307965,diagnostico
386402,212441,FARINGOLARINGOGRAFIA SOD,69985,diagnostico
212441,874800,FARINGOLARINGOGRAFIA SOD,69985,diagnostico
874800,212441,BRONCOGRAFIA UNILATERAL,69985,diagnostico
212441,876611,BRONCOGRAFIA UNILATERAL,69985,diagnostico
876611,212441,BRONCOGRAFIA BILATERAL,111970,diagnostico
212441,876612,BRONCOGRAFIA BILATERAL,111970,diagnostico
876612,212442,SIALOGRAFIA NCOC (CUALQUIER GLÁNDULA) (241),107130,diagnostico
212442,874700,SIALOGRAFIA NCOC (CUALQUIER GLÁNDULA) (241),107130,diagnostico
874700,212443,GALACTOGRAFIA DE UN CONDUCTO,86290,diagnostico
212443,876901,GALACTOGRAFIA DE UN CONDUCTO,86290,diagnostico
876901,212443,GALACTOGRAFIA DE MULTIPLES CONDUCTOS,86290,diagnostico
212443,876902,GALACTOGRAFIA DE MULTIPLES CONDUCTOS,86290,diagnostico
876902,212444,DACRIOCISTOGRAFIA UNILATERAL (350),142120,diagnostico
212444,874601,DACRIOCISTOGRAFIA UNILATERAL (350),142120,diagnostico
874601,212444,DACRIOCISTOGRAFIA BILATERAL (350),249255,diagnostico
212444,874602,DACRIOCISTOGRAFIA BILATERAL (350),249255,diagnostico
874602,213445,"LOCALIZACION DE LESION NO PALPABLE, DE MAMA CON ARPON",117790,diagnostico
213445,851301,"LOCALIZACION DE LESION NO PALPABLE, DE MAMA CON ARPON",117790,diagnostico
851301,213446,BIOPSIA POR PUNCION CON AGUJA FINA DE MAMA,94135,diagnostico
213446,851101,BIOPSIA POR PUNCION CON AGUJA FINA DE MAMA,94135,diagnostico
851101,213447,"LOCALIZACION DE LESION NO PALPABLE, DE MAMA POR ESTEREOTAXIA",191280,diagnostico
213447,851302,"LOCALIZACION DE LESION NO PALPABLE, DE MAMA POR ESTEREOTAXIA",191280,diagnostico
851302,213449,COLECISTOSTOMIA PERCUTANEA SOD (82),302080,diagnostico
213449,510400,COLECISTOSTOMIA PERCUTANEA SOD (82),302080,diagnostico
510400,213450,M21450,356425,diagnostico
213450,M21450,DILATACION Y COLOCACION DE PROTESIS EN VIA BILIAR (82),356425,diagnostico
213452,519600,EXTRACCION PERCUTANEA DE CALCULOS EN COLEDOCO SOD,336345,diagnostico
519600,212453,URETEROGRAFIA RETROGRADA A TRAVES DE CATETER O URETEROSTOMIA,76600,diagnostico
212453,877831,URETEROGRAFIA RETROGRADA A TRAVES DE CATETER O URETEROSTOMIA,76600,diagnostico
877831,212453,URETROGRAFIA RETROGRADA,76600,diagnostico
212453,877871,URETROGRAFIA RETROGRADA,76600,diagnostico
877871,212454,CISTOGRAFIA CON PROYECCIONES OBLICUAS,76600,diagnostico
212454,877851,CISTOGRAFIA CON PROYECCIONES OBLICUAS,76600,diagnostico
877851,212454,URETROCISTOGRAFIA,76600,diagnostico
212454,877861,URETROCISTOGRAFIA,76600,diagnostico
877861,212454,URETROCISTOGRAFIA MICCIONAL,76600,diagnostico
212454,877862,URETROCISTOGRAFIA MICCIONAL,76600,diagnostico
877862,212454,URETROCISTOGRAFIA RETROGRADA,76600,diagnostico
212454,877863,URETROCISTOGRAFIA RETROGRADA,76600,diagnostico
877863,212455,VAGINOGRAFIA,76600,diagnostico
212455,877940,VAGINOGRAFIA,76600,diagnostico
877940,212456,HISTEROSALPINGOGRAFIA,76600,diagnostico
212456,877901,HISTEROSALPINGOGRAFIA,76600,diagnostico
877901,212456,HISTEROSALPINGOGRAFIA DE CONTRASTE POR GAS.,76600,diagnostico
212456,877902,HISTEROSALPINGOGRAFIA DE CONTRASTE POR GAS.,76600,diagnostico
877902,212456,HISTEROSALPINGOGRAFIA DE CONTRASTE RADIOPACO,76600,diagnostico
212456,877903,HISTEROSALPINGOGRAFIA DE CONTRASTE RADIOPACO,76600,diagnostico
877903,212457,SALPINGOGRAFÌA SELECTIVA CON RECANALIZACION DE TROMPA,248365,diagnostico
212457,877932,SALPINGOGRAFÌA SELECTIVA CON RECANALIZACION DE TROMPA,248365,diagnostico
877932,212458,PIELOGRAFIA PERCUTANEA,149270,diagnostico
212458,877816,PIELOGRAFIA PERCUTANEA,149270,diagnostico
877816,212459,PIELOGRAFIA A TRAVES DE TUBO DE NEFROSTOMIA,120910,diagnostico
212459,877812,PIELOGRAFIA A TRAVES DE TUBO DE NEFROSTOMIA,120910,diagnostico
877812,213460,NEFROSTOMÍA PERCUTÁNEA CON LITOFRAGMENTACION Y EXTRACCION ENDOSCOPICA EN RIÑON (242),249625,diagnostico
213460,550401,NEFROSTOMÍA PERCUTÁNEA CON LITOFRAGMENTACION Y EXTRACCION ENDOSCOPICA EN RIÑON (242),249625,diagnostico
550401,213461,EXTRACCION PERCUTÁNEA [NEFROSCOPICA] DE CALCULOS EN RIÑON (NEFROSTO-LITOTOMIA) Y/O EN PELVIS RENAL (PIELOSTO-LITOTOMIA) (243),389295,diagnostico
213461,550301,EXTRACCION PERCUTÁNEA [NEFROSCOPICA] DE CALCULOS EN RIÑON (NEFROSTO-LITOTOMIA) Y/O EN PELVIS RENAL (PIELOSTO-LITOTOMIA) (243),389295,diagnostico
550301,213463,CAVERNOGRAFIA Y CAVERNOMETRIA,271480,diagnostico
213463,877980,CAVERNOGRAFIA Y CAVERNOMETRIA,271480,diagnostico
877980,213465,M21510,89605,diagnostico
213465,M21510,DRENAJE PERCUTÁNEO DE ABSCESOS O COLECCIONES (325),89605,diagnostico
212466,874510,ARTROGRAFIA DE ARTICULACION TEMPORO MANDIBULAR,105650,diagnostico
874510,212466,ARTROGRAFIA CERVICAL,105650,diagnostico
212466,875601,ARTROGRAFIA CERVICAL,105650,diagnostico
875601,212466,ARTROGRAFIA LUMBAR,105650,diagnostico
212466,875603,ARTROGRAFIA LUMBAR,105650,diagnostico
875603,212466,ARTROGRAFIA DE HOMBRO,105650,diagnostico
212466,878711,ARTROGRAFIA DE HOMBRO,105650,diagnostico
878711,212466,ARTROGRAFIA DE CODO,105650,diagnostico
212466,878721,ARTROGRAFIA DE CODO,105650,diagnostico
878721,212466,ARTROGRAFIA DE MUÑECA,105650,diagnostico
212466,878731,ARTROGRAFIA DE MUÑECA,105650,diagnostico
878731,212466,ARTROGRAFIA DE PELVIS,105650,diagnostico
212466,878811,ARTROGRAFIA DE PELVIS,105650,diagnostico
878811,212466,ARTROGRAFIA DE RODILLA,105650,diagnostico
212466,878812,ARTROGRAFIA DE RODILLA,105650,diagnostico
878812,212466,ARTROGRAFIA DE TOBILLO,105650,diagnostico
212466,878831,ARTROGRAFIA DE TOBILLO,105650,diagnostico
878831,213467,LINFANGIOGRAFIA INTRATORACICA SOD,344270,diagnostico
213467,876400,LINFANGIOGRAFIA INTRATORACICA SOD,344270,diagnostico
876400,213467,LINFANGIOGRAFIA ABDOMINAL (UNILATERAL O BILATERAL),344270,diagnostico
213467,877301,LINFANGIOGRAFIA ABDOMINAL (UNILATERAL O BILATERAL),344270,diagnostico
877301,213467,LINFANGIOGRAFIA PELVICA (UNILATERAL O BILATERAL),344270,diagnostico
213467,877302,LINFANGIOGRAFIA PELVICA (UNILATERAL O BILATERAL),344270,diagnostico
877302,213467,LINFANGIOGRAFIA DE UN MIEMBRO SUPERIOR.,344270,diagnostico
213467,878501,LINFANGIOGRAFIA DE UN MIEMBRO SUPERIOR.,344270,diagnostico
878501,213467,LINFANGIOGRAFIA DE AMBOS MIEMBROS SUPERIORES,344270,diagnostico
213467,878502,LINFANGIOGRAFIA DE AMBOS MIEMBROS SUPERIORES,344270,diagnostico
878502,213467,LINFANGIOGRAFIA DE MIEMBRO INFERIOR.,344270,diagnostico
213467,878601,LINFANGIOGRAFIA DE MIEMBRO INFERIOR.,344270,diagnostico
878601,213467,LINFANGIOGRAFIA DE AMBOS MIEMBROS INFERIORES,344270,diagnostico
213467,878602,LINFANGIOGRAFIA DE AMBOS MIEMBROS INFERIORES,344270,diagnostico
878602,213467,LINFANGIOGRAFIA NCOC,344270,diagnostico
213467,878941,LINFANGIOGRAFIA NCOC,344270,diagnostico
878941,212468,SINOGRAFIA O FISTULOGRAFIA DE PARED TORACICA SOD (54),46590,diagnostico
212468,876500,SINOGRAFIA O FISTULOGRAFIA DE PARED TORACICA SOD (54),46590,diagnostico
876500,212468,SINOGRAFIA O FISTULOGRAFIA DE PARED ABDOMINAL SOD (54),46590,diagnostico
212468,877400,SINOGRAFIA O FISTULOGRAFIA DE PARED ABDOMINAL SOD (54),46590,diagnostico
877400,213469,M21439,38550,diagnostico
213469,M21439,BIOPSIA PERCUTÁNEA POR PUNCIÓN O ASPIRACIÓN (325),38550,diagnostico
213471,M21471,"CAMBIO DE TUBO, REUBICACIÓN (325)",49415,diagnostico
213470,877601,COLANGIOGRAFIA EN LA VIA BILIAR [PERCUTANEA],149270,diagnostico
877601,213472,TROMBOLISIS VENOSA ABDOMINAL VIA ENDOVASCULAR,378485,diagnostico
213472,380702,TROMBOLISIS VENOSA ABDOMINAL VIA ENDOVASCULAR,378485,diagnostico
380702,213472,TROMBOLISIS DE VENAS DE MIEMBROS INFERIORES POR VIA ENDOVASCULAR (354),378485,diagnostico
213472,380910,TROMBOLISIS DE VENAS DE MIEMBROS INFERIORES POR VIA ENDOVASCULAR (354),378485,diagnostico
380910,213473,INSERCION DE TUBO O PROTESIS (STENT) PERMANENTE EN ESOFAGO SOD,356425,diagnostico
213473,428100,INSERCION DE TUBO O PROTESIS (STENT) PERMANENTE EN ESOFAGO SOD,356425,diagnostico
428100,213474,DERIVACION PORTO-SISTEMICA TRANSYUGULAR INTRAHEPATICA ( T.I.P.S.) (147),1561930,diagnostico
213474,391704,DERIVACION PORTO-SISTEMICA TRANSYUGULAR INTRAHEPATICA ( T.I.P.S.) (147),1561930,diagnostico
391704,213501,TROMBOLISIS DE VASOS INTRACRANEALES POR VIA ENDOVASCULAR (244) (248),2157060,diagnostico
213501,380110,TROMBOLISIS DE VASOS INTRACRANEALES POR VIA ENDOVASCULAR (244) (248),2157060,diagnostico
380110,213501,OCLUSION DE LESION EN VASOS INTRACRANEALES POR VIA ENDOVASCULAR (245) (248),2157060,diagnostico
213501,385120,OCLUSION DE LESION EN VASOS INTRACRANEALES POR VIA ENDOVASCULAR (245) (248),2157060,diagnostico
385120,213501,ANGIOPLASTIA CON BALON DE VASOS INTRACRANEALES (246) (248),2157060,diagnostico
213501,395010,ANGIOPLASTIA CON BALON DE VASOS INTRACRANEALES (246) (248),2157060,diagnostico
395010,213502,PRUEBA FUNCIONAL EN VASOS INTRACRANEALES (PRUEBA DE WADA) (251),1647915,diagnostico
213502,382301,PRUEBA FUNCIONAL EN VASOS INTRACRANEALES (PRUEBA DE WADA) (251),1647915,diagnostico
382301,213502,TROMBOLISIS DE VASOS DE CABEZA Y CUELLO POR VIA ENDOVASCULAR (244) (248) (352),1647915,diagnostico
213502,380210,TROMBOLISIS DE VASOS DE CABEZA Y CUELLO POR VIA ENDOVASCULAR (244) (248) (352),1647915,diagnostico
380210,213502,OCLUSION DE VASOS DE CABEZA Y CUELLO POR VIA ENDOVASCULAR (245) (248) (352),1647915,diagnostico
213502,385220,OCLUSION DE VASOS DE CABEZA Y CUELLO POR VIA ENDOVASCULAR (245) (248) (352),1647915,diagnostico
385220,213503,OCLUSION DE VASOS ESPINALES POR VIA ENDOVASCULAR (253),2137625,diagnostico
213503,385401,OCLUSION DE VASOS ESPINALES POR VIA ENDOVASCULAR (253),2137625,diagnostico
385401,213504,"ESCLEROSIS DE LESION EN VASOS SANGUINEOS , POR VIA PERCUTANEA (331) (332)",323705,diagnostico
213504,386301,"ESCLEROSIS DE LESION EN VASOS SANGUINEOS , POR VIA PERCUTANEA (331) (332)",323705,diagnostico
386301,213505,REPARO ENDOVASCULAR DE ANEURISMA SOD (250) (333),2157060,diagnostico
213505,395200,REPARO ENDOVASCULAR DE ANEURISMA SOD (250) (333),2157060,diagnostico
213601,879111,TOMOGRAFIA AXIAL COMPUTADA DE CRANEO SIMPLE,97045,diagnostico
879111,213602,TOMOGRAFIA AXIAL COMPUTADA DE CRANEO CON CONTRASTE,106450,diagnostico
213602,879112,TOMOGRAFIA AXIAL COMPUTADA DE CRANEO CON CONTRASTE,106450,diagnostico
879112,213603,TOMOGRAFIA AXIAL COMPUTADA DE CRANEO SIMPLE Y CON CONTRASTE,121875,diagnostico
213603,879113,TOMOGRAFIA AXIAL COMPUTADA DE CRANEO SIMPLE Y CON CONTRASTE,121875,diagnostico
879113,213604,"TOMOGRAFIA AXIAL COMPUTADA DE OIDO, PEÑASCO Y CONDUCTO AUDITIVO INTERNO (CORTES AXIALES Y CORONALES)-",106525,diagnostico
213604,879122,"TOMOGRAFIA AXIAL COMPUTADA DE OIDO, PEÑASCO Y CONDUCTO AUDITIVO INTERNO (CORTES AXIALES Y CORONALES)-",106525,diagnostico
879122,213605,TOMOGRAFIA AXIAL COMPUTADA DE SILLA TURCA (HIPOFISIS),106525,diagnostico
213605,879116,TOMOGRAFIA AXIAL COMPUTADA DE SILLA TURCA (HIPOFISIS),106525,diagnostico
879116,213606,TOMOGRAFIA AXIAL COMPUTADA DE SENOS PARANASALES O CARA (CORTES AXIALES Y CORONALES),106525,diagnostico
213606,879131,TOMOGRAFIA AXIAL COMPUTADA DE SENOS PARANASALES O CARA (CORTES AXIALES Y CORONALES),106525,diagnostico
879131,213607,TOMOGRAFIA AXIAL COMPUTADA DE RINOFARINGE (CORTES AXIALES Y CORONALES),106525,diagnostico
213607,879132,TOMOGRAFIA AXIAL COMPUTADA DE RINOFARINGE (CORTES AXIALES Y CORONALES),106525,diagnostico
879132,213608,TOMOGRAFIA AXIAL COMPUTADA DE ORBITAS (CORTES AXIALES Y CORONALES),82800,diagnostico
213608,879121,TOMOGRAFIA AXIAL COMPUTADA DE ORBITAS (CORTES AXIALES Y CORONALES),82800,diagnostico
879121,213609,"TOMOGRAFIA AXIAL COMPUTADA DE COLUMNA SEGMENTOS CERVICAL, TORACICO, LUMBAR Y/O SACRO, COMPLEMENTO A MIELOGRAFIA (CADA SEGMENTO)",90270,diagnostico
213609,879205,"TOMOGRAFIA AXIAL COMPUTADA DE COLUMNA SEGMENTOS CERVICAL, TORACICO, LUMBAR Y/O SACRO, COMPLEMENTO A MIELOGRAFIA (CADA SEGMENTO)",90270,diagnostico
879205,213610,"TOMOGRAFIA AXIAL COMPUTADA DE COLUMNA SEGMENTOS CERVICAL, TORACICO, LUMBAR Y/O SACRO, POR CADA NIVEL (TRES ESPACIOS)",64935,diagnostico
213610,879201,"TOMOGRAFIA AXIAL COMPUTADA DE COLUMNA SEGMENTOS CERVICAL, TORACICO, LUMBAR Y/O SACRO, POR CADA NIVEL (TRES ESPACIOS)",64935,diagnostico
879201,213611,TOMOGRAFIA AXIAL COMPUTADA DE CUELLO (TEJIDOS BLANDOS),90270,diagnostico
213611,879161,TOMOGRAFIA AXIAL COMPUTADA DE CUELLO (TEJIDOS BLANDOS),90270,diagnostico
879161,213612,TOMOGRAFIA AXIAL COMPUTADA DE LARINGE,90270,diagnostico
213612,879162,TOMOGRAFIA AXIAL COMPUTADA DE LARINGE,90270,diagnostico
879162,213613,TOMOGRAFIA AXIAL COMPUTADA DE TORAX,100990,diagnostico
213613,879301,TOMOGRAFIA AXIAL COMPUTADA DE TORAX,100990,diagnostico
879301,213614,TOMOGRAFIA AXIAL COMPUTADA DE TORAX EXTENDIDO AL ABDOMEN SUPERIOR CON SUPRARRENALES,131840,diagnostico
213614,879391,TOMOGRAFIA AXIAL COMPUTADA DE TORAX EXTENDIDO AL ABDOMEN SUPERIOR CON SUPRARRENALES,131840,diagnostico
879391,213615,TOMOGRAFIA AXIAL COMPUTADA DE ABDOMEN SUPERIOR,114410,diagnostico
213615,879410,TOMOGRAFIA AXIAL COMPUTADA DE ABDOMEN SUPERIOR,114410,diagnostico
879410,213616,TOMOGRAFIA AXIAL COMPUTADA DE PELVIS,90270,diagnostico
213616,879460,TOMOGRAFIA AXIAL COMPUTADA DE PELVIS,90270,diagnostico
879460,213617,TOMOGRAFIA AXIAL COMPUTADA DE ABDOMEN Y PELVIS (ABDOMEN TOTAL),132870,diagnostico
213617,879420,TOMOGRAFIA AXIAL COMPUTADA DE ABDOMEN Y PELVIS (ABDOMEN TOTAL),132870,diagnostico
879420,213618,TOMOGRAFIA AXIAL COMPUTADA DE MIEMBROS SUPERIORES Y ARTICULACIONES,82800,diagnostico
213618,879510,TOMOGRAFIA AXIAL COMPUTADA DE MIEMBROS SUPERIORES Y ARTICULACIONES,82800,diagnostico
879510,213618,TOMOGRAFIA AXIAL COMPUTADA DE MIEMBROS INFERIORES Y ARTICULACIONES,82800,diagnostico
213618,879520,TOMOGRAFIA AXIAL COMPUTADA DE MIEMBROS INFERIORES Y ARTICULACIONES,82800,diagnostico
879520,213619,TOMOGRAFIA AXIAL COMPUTADA DE ARTICULACION TEMPORO MANDIBULAR (BILATERAL),106455,diagnostico
213619,879150,TOMOGRAFIA AXIAL COMPUTADA DE ARTICULACION TEMPORO MANDIBULAR (BILATERAL),106455,diagnostico
879150,213620,TOMOGRAFIA AXIAL COMPUTADA DE MIEMBROS INFERIORES: ANTEVERSION FEMORAL O TORSION TIBIAL,31405,diagnostico
213620,879522,TOMOGRAFIA AXIAL COMPUTADA DE MIEMBROS INFERIORES: ANTEVERSION FEMORAL O TORSION TIBIAL,31405,diagnostico
879522,213621,TOMOGRAFIA AXIAL COMPUTADA DE MIEMBROS INFERIORES: AXIALES DE ROTULA O LONGITUD DE MIEMBROS INFERIORES,31405,diagnostico
213621,879523,TOMOGRAFIA AXIAL COMPUTADA DE MIEMBROS INFERIORES: AXIALES DE ROTULA O LONGITUD DE MIEMBROS INFERIORES,31405,diagnostico
879523,213622,OSTEODENSITOMETRIA POR TAC,106455,diagnostico
213622,886011,OSTEODENSITOMETRIA POR TAC,106455,diagnostico
886011,213624,TOMOGRAFIA AXIAL COMPUTADA CON MODALIDAD DINAMICA (SECUENCIA RAPIDA),27670,diagnostico
213624,879920,TOMOGRAFIA AXIAL COMPUTADA CON MODALIDAD DINAMICA (SECUENCIA RAPIDA),27670,diagnostico
879920,213625,TOMOGRAFIA AXIAL COMPUTADA COMO GUIA PARA PROCEDIMIENTOS INTERVENCIONISTAS O QUIRURGICOS,70795,diagnostico
213625,879990,TOMOGRAFIA AXIAL COMPUTADA COMO GUIA PARA PROCEDIMIENTOS INTERVENCIONISTAS O QUIRURGICOS,70795,diagnostico
879990,213626,TOMOGRAFIA AXIAL COMPUTADA EN RECONSTRUCCION TRIDIMENSIONAL,140690,diagnostico
213626,879910,TOMOGRAFIA AXIAL COMPUTADA EN RECONSTRUCCION TRIDIMENSIONAL,140690,diagnostico
879910,M21704,CISTERNOGRAFIA POR TOMOGRAFIA AXIAL COMPUTARIZADA (TAC),210590,diagnostico
951301,311100,ULTRASONOGRAFÍA OBSTETRICA TRANSABDOMINAL,17925,diagnostico
311100,881431,ULTRASONOGRAFÍA OBSTETRICA TRANSABDOMINAL,17925,diagnostico
881431,311101,ULTRASONOGRAFÍA OBSTETRICA CON PERFIL BIOFISICO,25945,diagnostico
311101,881434,ULTRASONOGRAFÍA OBSTETRICA CON PERFIL BIOFISICO,25945,diagnostico
881434,312102,ULTRASONOGRAFIA PELVICA CON ANALISIS DOPPLER ACR,41155,diagnostico
312102,881360,ULTRASONOGRAFIA PELVICA CON ANALISIS DOPPLER ACR,41155,diagnostico
881360,312102,ULTRASONOGRAFIA DE MASAS DE TEJIDOS BLANDOS DE ABDOMEN CON ANALISIS DOPPLER,126475,diagnostico
312102,881362,ULTRASONOGRAFIA DE MASAS DE TEJIDOS BLANDOS DE ABDOMEN CON ANALISIS DOPPLER,126475,diagnostico
881362,311103,ULTRASONOGRAFIA DE RECTO,13865,diagnostico
311103,881318,ULTRASONOGRAFIA DE RECTO,13865,diagnostico
881318,311103,ULTRASONOGRAFÍA PELVICA GINECOLOGICA TRANSABDOMINAL,13865,diagnostico
311103,881402,ULTRASONOGRAFÍA PELVICA GINECOLOGICA TRANSABDOMINAL,13865,diagnostico
881402,311104,ULTRASONOGRAFÍA PELVICA GINECOLOGICA TRANSVAGINAL,22935,diagnostico
311104,881401,ULTRASONOGRAFÍA PELVICA GINECOLOGICA TRANSVAGINAL,22935,diagnostico
881401,311104,ULTRASONOGRAFÍA OBSTETRICA TRANSVAGINAL,22935,diagnostico
311104,881432,ULTRASONOGRAFÍA OBSTETRICA TRANSVAGINAL,22935,diagnostico
881432,312106,ULTRASONOGRAFÍA PELVICA GINECOLOGICA: ESTUDIO INTEGRAL FOLICULAR CON ECO VAGINAL (TRANSDUCTOR DE 7 MHZ O MAS),48405,diagnostico
312106,881403,ULTRASONOGRAFÍA PELVICA GINECOLOGICA: ESTUDIO INTEGRAL FOLICULAR CON ECO VAGINAL (TRANSDUCTOR DE 7 MHZ O MAS),48405,diagnostico
881403,311107,"ULTRASONOGRAFIA DE HIGADO, PANCREAS, VIA BILIAR Y VESICULA",25770,diagnostico
311107,881306,"ULTRASONOGRAFIA DE HIGADO, PANCREAS, VIA BILIAR Y VESICULA",25770,diagnostico
881306,311108,"ULTRASONOGRAFIA DE RIÑONES, BAZO, AORTA O ADRENALES",25770,diagnostico
311108,881331,"ULTRASONOGRAFIA DE RIÑONES, BAZO, AORTA O ADRENALES",25770,diagnostico
881331,312110,"ULTRASONOGRAFÍA DE ABDOMEN SUPERIOR: HIGADO, PANCREAS, VIAS BILIARES, RIÑONES, BAZO Y GRANDES VASOS",40950,diagnostico
312110,881305,"ULTRASONOGRAFÍA DE ABDOMEN SUPERIOR: HIGADO, PANCREAS, VIAS BILIARES, RIÑONES, BAZO Y GRANDES VASOS",40950,diagnostico
881305,312110,ULTRASONOGRAFIA DE ABDOMEN: MASAS ABDOMINALES Y DE RETROPERITONEO (254),40950,diagnostico
312110,881340,ULTRASONOGRAFIA DE ABDOMEN: MASAS ABDOMINALES Y DE RETROPERITONEO (254),40950,diagnostico
881340,312111,"ULTRASONOGRAFÍA DE ABDOMEN TOTAL : HIGADO, PANCREAS, VESICULA, VIAS BILIARES, RIÑONES, BAZO, GRANDES VASOS, PELVIS Y FLANCOS",51540,diagnostico
312111,881302,"ULTRASONOGRAFÍA DE ABDOMEN TOTAL : HIGADO, PANCREAS, VESICULA, VIAS BILIARES, RIÑONES, BAZO, GRANDES VASOS, PELVIS Y FLANCOS",51540,diagnostico
881302,311112,ULTRASONOGRAFIA DIAGNOSTICA DE GLANDULAS SALIVALES CON TRANSDUCTOR DE 7 MHZ O MAS,23975,diagnostico
311112,881131,ULTRASONOGRAFIA DIAGNOSTICA DE GLANDULAS SALIVALES CON TRANSDUCTOR DE 7 MHZ O MAS,23975,diagnostico
881131,311112,ULTRASONOGRAFIA DIAGNOSTICA DE TIROIDES CON TRANSDUCTOR DE 7 MHZ O MAS,23975,diagnostico
311112,881141,ULTRASONOGRAFIA DIAGNOSTICA DE TIROIDES CON TRANSDUCTOR DE 7 MHZ O MAS,23975,diagnostico
881141,311112,ULTRASONOGRAFÍA TESTICULAR CON TRANSDUCTOR DE 7 MHZ O MAS,23975,diagnostico
311112,881510,ULTRASONOGRAFÍA TESTICULAR CON TRANSDUCTOR DE 7 MHZ O MAS,23975,diagnostico
881510,311112,ULTRASONOGRAFÍA DE PENE CON TRANSDUCTOR DE 7 MHZ O MAS,23975,diagnostico
311112,881521,ULTRASONOGRAFÍA DE PENE CON TRANSDUCTOR DE 7 MHZ O MAS,23975,diagnostico
881521,311113,ULTRASONOGRAFIA DIAGNOSTICA DE TEJIDOS BLANDOS DE PARED ABDOMINAL Y DE PELVIS,30190,diagnostico
311113,881301,ULTRASONOGRAFIA DIAGNOSTICA DE TEJIDOS BLANDOS DE PARED ABDOMINAL Y DE PELVIS,30190,diagnostico
881301,311113,ULTRASONOGRAFÍA DE TEJIDOS BLANDOS EN LAS EXTREMIDADES SUPERIORES CON TRANSDUCTOR DE 7 MHZ O MAS,30190,diagnostico
311113,881601,ULTRASONOGRAFÍA DE TEJIDOS BLANDOS EN LAS EXTREMIDADES SUPERIORES CON TRANSDUCTOR DE 7 MHZ O MAS,30190,diagnostico
881601,311113,ULTRASONOGRAFÍA DE TEJIDOS BLANDOS EN LAS EXTREMIDADES INFERIORES CON TRANSDUCTOR DE 7 MHZ O MAS,30190,diagnostico
311113,881602,ULTRASONOGRAFÍA DE TEJIDOS BLANDOS EN LAS EXTREMIDADES INFERIORES CON TRANSDUCTOR DE 7 MHZ O MAS,30190,diagnostico
881602,311114,ULTRASONOGRAFÍA ARTICULAR DE HOMBRO,28115,diagnostico
311114,881610,ULTRASONOGRAFÍA ARTICULAR DE HOMBRO,28115,diagnostico
881610,311114,ULTRASONOGRAFÍA ARTICULAR DE RODILLA,28115,diagnostico
311114,881620,ULTRASONOGRAFÍA ARTICULAR DE RODILLA,28115,diagnostico
881620,311114,ULTRASONOGRAFÍA ARTICULAR DE PELVIS (CADERA),28115,diagnostico
311114,881630,ULTRASONOGRAFÍA ARTICULAR DE PELVIS (CADERA),28115,diagnostico
881630,311115,ULTRASONOGRAFIA DIAGNOSTICA DE TORAX: PERICARDIO O PLEURA,23235,diagnostico
311115,881240,ULTRASONOGRAFIA DIAGNOSTICA DE TORAX: PERICARDIO O PLEURA,23235,diagnostico
881240,311116,"ULTRASONOGRAFIA DIAGNOSTICA DE MAMA, CON TRANSDUCTOR DE 7 MHZ O MAS",28115,diagnostico
311116,881201,"ULTRASONOGRAFIA DIAGNOSTICA DE MAMA, CON TRANSDUCTOR DE 7 MHZ O MAS",28115,diagnostico
