codigo,descripcion,ref,tipo,uvr,valor
793951,"REDUCCIÓN ABIERTA DE FRACTURA DE COLUMNA VERTEBRAL [TORACICA, LUMBAR O SACRA] VIA ANTERIOR CON INSTRUMENTACION MODULAR (97)",793950,quirurgico,475.0,
028400,COLOCACION DE TRACTOR CEFALICO [HALO CHALECO] SOD,793951,quirurgico,55.0,
028500,EXTRACCIÓN DE TRACTOR CEFALICO [HALO CHALECO] SOD,028400,quirurgico,35.0,
030101,EXTRACCION DE CUERPO EXTRAÑO DEL CANAL RAQUIDEO POR LAMINECTOMIA,028500,quirurgico,220.0,
030102,EXTRACCION DE CUERPO EXTRAÑO DEL CANAL RAQUIDEO POR HEMILAMINECTOMIA,030101,quirurgico,220.0,
030103,EXTRACCION DE CUERPO EXTRAÑO DEL CANAL RAQUIDEO POR LAMINOTOMIA,030102,quirurgico,220.0,
035402,ESQUIRLECTOMIA CON PLASTIA O INJERTO DE MENINGE ESPINAL,030103,quirurgico,300.0,
383501,"RESECCION CON ANASTOMOSIS EN VASOS ESPINALES, SEGMENTO CERVICAL (77)",035402,quirurgico,585.0,
383502,"RESECCION CON ANASTOMOSIS EN VASOS ESPINALES, SEGMENTO TORACICO (77)",383501,quirurgico,510.0,
383503,"RESECCION CON ANASTOMOSIS EN VASOS ESPINALES, SEGMENTO LUMBOSACRO (77)",383502,quirurgico,460.0,
030401,DRENAJE DE COLECCION EPIDURAL POR LAMINOTOMIA,383503,quirurgico,275.0,
030402,DRENAJE DE COLECCION EPIDURAL POR LAMINECTOMIA,030401,quirurgico,275.0,
776931,ESCISIÓN DE TUMOR (BENIGNO O MALIGNO) EN COLUMNA VERTEBRAL VIA POSTERIOR O POSTEROLATERAL,030402,quirurgico,220.0,
776932,ESCISIÓN DE TUMOR (BENIGNO O MALIGNO) SACROCOCCIGEO VIA ANTERIOR,776931,quirurgico,300.0,
776933,ESCISIÓN DE TUMOR (BENIGNO O MALIGNO) SACROCOCCIGEO VIA POSTERIOR O POSTEROLATERAL,776932,quirurgico,220.0,
776930,ESCISIÓN DE TUMOR (BENIGNO O MALIGNO) EN COLUMNA VERTEBRAL VIA ANTERIOR,776933,quirurgico,300.0,
034201,"RESECCION DE TUMOR EXTRADURAL (EPIDURAL) VIA POSTERIOR, CON LAMINECTOMIA BILATERAL",776930,quirurgico,260.0,
034202,"RESECCION DE TUMOR EXTRADURAL (EPIDURAL) VIA POSTERIOR, CON LAMINOPLASTIA",034201,quirurgico,260.0,
034203,"RESECCION DE TUMOR EXTRADURAL (EPIDURAL) VIA POSTERIOR, CON SACRECTOMIA TOTAL O PARCIAL",034202,quirurgico,330.0,
034204,"RESECCION DE TUMOR EXTRADURAL (EPIDURAL) VIA ANTERIOR, CON CORPECTOMIA Y ARTRODESIS",034203,quirurgico,340.0,
034205,"RESECCION DE TUMOR EXTRADURAL (EPIDURAL) VIA ANTERIOR, CON CORPECTOMIA, ARTRODESIS E INSTRUMENTACION",034204,quirurgico,430.0,
034206,RESECCION DE TUMOR EXTRADURAL (EPIDURAL) CON INSTRUMENTACION VIA ANTERIOR Y POSTERIOR,034205,quirurgico,430.0,
034301,"RESECCION DE TUMOR INTRADURAL EXTRAMEDULAR VIA POSTERIOR, POR LAMINECTOMIA BILATERAL",034206,quirurgico,310.0,
034303,"RESECCION DE TUMOR INTRADURAL EXTRAMEDULAR , VIA POSTERIOR, POR LAMINECTOMIA Y FORAMINECTOMIA",034301,quirurgico,310.0,
034305,RESECCION DE TUMOR INTRADURAL EXTRAMEDULAR VIA ANTERIOR,034303,quirurgico,310.0,
034302,"RESECCION DE TUMOR INTRADURAL EXTRAMEDULAR , VIA POSTERIOR, CON LAMINOPLASTIA Y/O DUROPLASTIA",034305,quirurgico,310.0,
034304,RESECCION DE TUMOR INTRADURAL EXTRAMEDULAR VIA POSTERIOR O POSTERO LATERAL,034302,quirurgico,310.0,
034401,"RESECCION DE TUMOR INTRADURAL INTRAMEDULARES , POR VIA ANTERIOR",034304,quirurgico,405.0,
034402,"RESECCION DE TUMOR INTRADURAL INTRAMEDULAR, POR VIA POSTERIOR",034401,quirurgico,405.0,
033201,"BIOPSIA DE TUMOR INTRADURALES ( INTRAMEDULARES Y EXTRAMEDULARES) CERVICALES, DORSALES, LUMBOSACROS O COCCIGEOS",034402,quirurgico,230.0,
030201,EXPLORACION Y DESCOMPRESION DEL CANAL RAQUIDEO Y RAICES ESPINALES POR LAMINECTOMIA,033201,quirurgico,305.0,
030202,EXPLORACION Y DESCOMPRESION DEL CANAL RAQUIDEO Y RAICES ESPINALES POR HEMILAMINECTOMIA,030201,quirurgico,305.0,
030207,"EXPLORACION Y DESCOMPRESION DEL CANAL RAQUIDEO (EXCEPTO SEGMENTO CERVICAL) Y RAICES ESPINALES POR, POR FORAMINOTOMIA POSTERIOR",030202,quirurgico,305.0,
030203,EXPLORACION Y DESCOMPRESION DEL CANAL RAQUIDEO Y RAICES ESPINALES POR LAMINOTOMIA,030207,quirurgico,305.0,
805101,ESCISIÓN DE DISCO INTERVERTEBRAL EN SEGMENTO CERVICAL VIA ANTERIOR (100),030203,quirurgico,270.0,
805102,ESCISIÓN DE DISCO INTERVERTEBRAL EN SEGMENTO CERVICAL VIA POSTERIOR (100),805101,quirurgico,190.0,
805105,"DISCECTOMIA CERVICAL, VIA ANTERIOR CON INJERTO OSEO AUTOLOGO O HETEROLOGO [CLOWARD, SMITH ROBINSON, SIMMONS] (100)",805102,quirurgico,420.0,
805121,ESCISIÓN DE DISCO INTERVERTEBRAL EN SEGMENTO TORACICO VIA ANTERIOR (100),805105,quirurgico,270.0,
805122,ESCISIÓN DE DISCO INTERVERTEBRAL EN SEGMENTO TORACICO VIA POSTERIOR (100),805121,quirurgico,190.0,
805131,ESCISIÓN DE DISCO INTERVERTEBRAL EN SEGMENTO LUMBAR VIA ANTERIOR (100),805122,quirurgico,275.0,
805132,ESCISIÓN DE DISCO INTERVERTEBRAL EN SEGMENTO LUMBAR VIA POSTERIOR (100),805131,quirurgico,195.0,
805134,"DISCECTOMIA LUMBAR, VIA POSTEROLATERAL CON O SIN FACECTOMIA [EN DESCOMPRESION] (100)",805132,quirurgico,195.0,
780931,INJERTO OSEO EN COLUMNA VERTEBRAL VIA ANTERIOR,805134,quirurgico,250.0,
780932,INJERTO OSEO EN COLUMNA VERTEBRAL VIA POSTERIOR,780931,quirurgico,170.0,
805110,NUCLEOTOMIA PERCUTANEA CERVICAL [EN DESCOMPRESION] (100),780932,quirurgico,175.0,
805123,NUCLEOTOMIA PERCUTANEA TORACICA [ EN DESCOMPRESION] (100),805110,quirurgico,175.0,
805133,NUCLEOTOMIA PERCUTANEA LUMBAR [ EN DESCOMPRESION] (100),805123,quirurgico,175.0,
779932,VERTEBRECTOMIA TOTAL CERVICAL CON REEMPLAZO CORPORAL ARTIFICIAL (174),805133,quirurgico,510.0,
805200,QUIMIONUCLEOLISIS O DISCOLISIS INTERVERTEBRAL SOD * (100),779932,quirurgico,125.0,
036100,LISIS O RESECCION DE ADHERENCIAS EXTRADURALES EN MEDULA ESPINAL Y RAICES DE NERVIOS ESPINALES SOD,805200,quirurgico,200.0,
032200,CORDOTOMIA ABIERTA SOD *,036100,quirurgico,210.0,
032301,"LESION DE TRACTOS DE ENTRADA DE RAICES POSTERIORES ( DREZ ), POR RADIOFRECUENCIA",032200,quirurgico,210.0,
032400,MIELOTOMIA ABIERTA SOD *,032301,quirurgico,210.0,
032100,CORDOTOMIA PERCUTANEA SOD *,032400,quirurgico,125.0,
038200,NEUROLISIS DE RAICES ESPINALES SOD *,032100,quirurgico,105.0,
039001,INSERCION DE CATETER EPIDURAL EN CANAL ESPINAL PARA INFUSION DE SUSTANCIA TERAPEUTICA O PALIATIVA,038200,quirurgico,80.0,
039002,INSERCION DE CATETER EPIDURAL EN CANAL ESPINAL CON PUERTA DE ENTRADA IMPLANTABLE PARA INFUSION DE SUSTANCIA TERAPEUTICA O PALIATIVA,039001,quirurgico,80.0,
039302,"IMPLANTACION DE ELECTRODOS O RECEPTOR DE NEUROESTIMULACION ESPINAL, POR VIA PERCUTANEA",039002,quirurgico,205.0,
039400,RETIRO DE ELECTRODOS Y/O RECEPTOR DE NEUROESTIMULACION ESPINAL SOD *,039302,quirurgico,55.0,
039700,"REEMPLAZO, IRRIGACION O REVISION DE DERIVACION ESPINAL SOD",039400,quirurgico,55.0,
039800,RETIRO DE DERIVACION ESPINAL SOD *,039700,quirurgico,55.0,
039301,"IMPLANTACION DE ELECTRODOS O RECEPTOR DE NEUROESTIMULACION ESPINAL, INTRADURAL, POR LAMINECTOMIA",039800,quirurgico,140.0,
348500,IMPLANTACION DE MARCAPASOS DIAFRAGMATICO SOD *,039301,quirurgico,90.0,
033100,PUNCION LUMBAR SOD *,01280,quirurgico,40.0,
010101,"PUNCIÓN CISTERNAL, VÍA LATERAL",033100,quirurgico,70.0,
010102,"PUNCIÓN CISTERNAL, VÍA MEDIAL",010101,quirurgico,70.0,
010901,PUNCION SUBDURAL,010102,quirurgico,105.0,
010201,PUNCION [ASPIRACION DE LIQUIDO] VENTRICULAR A TRAVES DE CATETER PREVIAMENTE IMPLANTADO,010901,quirurgico,30.0,
010202,PUNCION [ASPIRACION DE LIQUIDO] VENTRICULAR POR TREPANACION ( SIN CATETER),010201,quirurgico,105.0,
010203,PUNCION [ASPIRACION DE LIQUIDO] VENTRICULAR A TRAVES DE UN RESERVORIO,010202,quirurgico,30.0,
043001,ANASTOMOSIS DE NERVIO FACIAL,01300,quirurgico,210.0,
047101,"REPARACION DE NERVIO FACIAL, POR INTERPOSICION DE NERVIO HIPOGLOSO",043001,quirurgico,210.0,
047102,"REPARACION DE NERVIO FACIAL, POR ANASTOMOSIS TERMINO TERMINAL",047101,quirurgico,200.0,
042201,"NEUROLISIS DE NERVIO XI, POR AMIGDALECTOMIA ESTEREOTAXICA",047102,quirurgico,70.0,
053207,NEUROLISIS DEL GANGLIO SIMPATICO PRESACRO ( GANGLIO IMPAR DE WALTER),042201,quirurgico,70.0,
040200,SECCION DE NERVIO TRIGEMINO SOD,053207,quirurgico,100.0,
042101,"RIZOTOMIA DE NERVIO TRIGEMINAL, POR CRANEOTOMIA SUBOCCIPITAL",040200,quirurgico,200.0,
042102,"RIZOTOMIA DE NERVIO XI, POR CRANEOTOMIA SUBOCCIPITAL",042101,quirurgico,200.0,
052200,SIMPATECTOMIA CERVICAL SOD,042102,quirurgico,175.0,
052300,SIMPATECTOMIA LUMBAR SOD,052200,quirurgico,150.0,
052401,SIMPATECTOMIA PRESACRA POR LAPAROTOMIA,052300,quirurgico,150.0,
052101,GANGLIONECTOMIA ESFENOPALATINA,052401,quirurgico,185.0,
055100,"EXPLORACION DE PLEJO O TRONCO (CERVICAL, LUMBAR O SACRO) SOD",052101,quirurgico,235.0,
055200,"DESCOMPRESION DE PLEJO O TRONCO (CERVICAL, LUMBAR O SACRO) SOD",055100,quirurgico,235.0,
054201,"RECONSTRUCCION DE PLEJO, POR NEURORRAFIA",055200,quirurgico,320.0,
779134,RESECCIÓN DE COSTILLA CERVICAL O SUPERNUMERARIA,054201,quirurgico,250.0,
052601,RESECCION DE TUMOR EN NERVIO O GANGLIO SIMPATICO NCOC *,779134,quirurgico,260.0,
052602,RESECCION DE TUMOR EN NERVIO O GANGLIO SIMPATICO CERVICAL,052601,quirurgico,290.0,
095300,DRENAJE DE SACO LAGRIMAL SOD,02101,quirurgico,30.0,
094100,EXTRACCIÓN DE CUERPO EXTRAÑO DE SACO LAGRIMAL SOD (66),095300,quirurgico,30.0,
092100,DACRIOADENECTOMIA PARCIAL SOD,094100,quirurgico,40.0,
092200,DACRIOADENECTOMIA TOTAL SOD,092100,quirurgico,40.0,
096100,DACRIOCISTECTOMIA (SACO LAGRIMAL) SOD,092200,quirurgico,40.0,
098101,DACRIOCISTORRINOSTOMÍA (DCR) VIA EXTERNA,096100,quirurgico,60.0,
098201,CONJUNTIVODACRIOCISTORRINOSTOMÍA SIMPLE VIA EXTERNA,098101,quirurgico,60.0,
098301,CONJUNTIVODACRIOCISTORRINOSTOMÍA CON INTUBACION VIA EXTERNA (66),098201,quirurgico,95.0,
097100,PLASTIA DE CANALÍCULOS LAGRIMALES SOD,098301,quirurgico,50.0,
097200,PLASTIA DE PUNTO LAGRIMAL [CIRUGIA DE WEBER] SOD,097100,quirurgico,30.0,
097300,PLASTIA DE PUNTO LAGRIMAL MODIFICADA ( CON SUTURAS) SOD,097200,quirurgico,30.0,
082000,"ESCISIÓN O ABLACIÓN DE LESIÓN O TEJIDO DE PÁRPADO, SOD",097300,quirurgico,30.0,
082100,RESECCIÓN DE CHALAZIÓN SOD,082000,quirurgico,30.0,
080100,DRENAJE DE COLECCION POR BLEFAROTOMÍA SOD,082100,quirurgico,30.0,
082301,"RESECCIÓN DE TUMOR BENIGNO O MALIGNO DE PÁRPADO, ESPESOR PARCIAL, UN TERCIO",080100,quirurgico,50.0,
082302,"RESECCIÓN DE TUMOR BENIGNO O MALIGNO DE PÁRPADO, ESPESOR PARCIAL, DOS TERCIOS",082301,quirurgico,120.0,
082401,"RESECCIÓN TOTAL DE PÁRPADO Y RECONSTRUCCIÓN, CON INJERTO O COLGAJO",082302,quirurgico,200.0,
086200,RECONSTRUCCION DE PARPADO CON COLGAJO O INJERTO DE MEMBRANA MUCOSA SOD (355),082401,quirurgico,130.0,
086300,RECONSTRUCCION DE PARPADO CON INJERTO DE FOLICULO PILOSO SOD (355),086200,quirurgico,130.0,
088100,REPARACIÓN LINEAL DE LACERACIÓN DE PÁRPADO O CEJA SOD,086300,quirurgico,30.0,
088201,SUTURA SUPERFICIAL DE HERIDA UNICA DE PÁRPADO [BLEFARORRAFIA SIMPLE],088100,quirurgico,30.0,
086400,RECONSTRUCCION DE PARPADO CON COLGAJO TARSOCONJUNTIVAL SOD (355),088201,quirurgico,130.0,
088202,SUTURA SUPERFICIAL DE HERIDA MULTIPLE DE PÁRPADO [BLEFARORRAFIA SIMPLE],086400,quirurgico,60.0,
088401,SUTURA PROFUNDA DE HERIDA UNICA DE PÁRPADO [BLEFARORRAFIA COMPLEJA],088202,quirurgico,60.0,
088402,SUTURA PROFUNDA DE HERIDA MULTIPLE DE PÁRPADO [BLEFARORRAFIA COMPLEJA],088401,quirurgico,60.0,
088403,SUTURA DE PÁRPADO Y RECONSTRUCCION CON INJERTO O COLGAJO,088402,quirurgico,135.0,
084100,"CORRECCION DE ENTROPIÓN, POR TECNICA DE SUTURA SOD",088403,quirurgico,50.0,
084400,"CORRECCION DE ECTROPION, POR TECNICA DE SUTURA SOD",084100,quirurgico,50.0,
086101,BLEFAROPLASTIA SUPERIOR (355),084400,quirurgico,100.0,
086102,BLEFAROPLASTIA INFERIOR (355),086101,quirurgico,100.0,
089101,"ABLACIÓN DE PESTAÑAS, POR ELECTROLISIS (175)",086102,quirurgico,30.0,
085300,CANTOPLASTIA (FIJACION DE CANTO) SOD,089101,quirurgico,40.0,
087300,RECONSTRUCCION DE PLIEGUES EN CORRECCIÓN DE BLEFAROFIMOSIS SOD,085300,quirurgico,90.0,
087401,RECONSTRUCCION DE PLIEGUES CORRECCIÓN DE EPICANTO CON CUATRO COLGAJOS [MUSTARDE],087300,quirurgico,140.0,
083100,"CORRECCIÓN DE PTOSIS PALPEBRAL, POR SUSPENSION FRONTAL CON SUTURA SOD (4)",087401,quirurgico,100.0,
083200,"CORRECCIÓN DE PTOSIS PALPEBRAL, POR SUSPENSION FRONTAL CON FASCIA LATA SOD (4)",083100,quirurgico,100.0,
083300,"CORRECCIÓN DE PTOSIS PALPEBRAL, POR RESECCION EXTERNA DEL ELEVADOR SOD (4) (196)",083200,quirurgico,100.0,
083400,"CORRECCIÓN DE PTOSIS PALPEBRAL, POR RESECCION DEL ELEVADOR VIA CONJUNTIVAL SOD (4)",083300,quirurgico,100.0,
082600,TARSECTOMÍA SOD,083400,quirurgico,35.0,
085200,CANTORRAFIA SOD,082600,quirurgico,30.0,
085100,CANTOTOMÍA SOD,085200,quirurgico,30.0,
103103,RESECCIÓN DE PTERIGION SIMPLE ( NASAL O TEMPORAL) CON SUTURA,085100,quirurgico,45.0,
103104,RESECCIÓN DE PTERIGION SIMPLE ( NASAL O TEMPORAL) CON INJERTO,103103,quirurgico,70.0,
103105,"RESECCIÓN DE PTERIGION REPRODUCIDO (NASAL O TEMPORAL), CON PLASTIA LIBRE O CITOSTÁTICOS",103104,quirurgico,50.0,
103101,RESECCIÓN DE QUISTE O TUMOR BENIGNO DE CONJUNTIVA,103105,quirurgico,50.0,
103102,RESECCIÓN DE QUISTE O TUMOR BENIGNO DE CONJUNTIVA CON INJERTO DE MUCOSA O MEMBRANA AMNIOTICA,103101,quirurgico,70.0,
103107,"RESECCIÓN DE TUMOR MALIGNO DE CONJUNTIVA, SIN PLASTIA",103102,quirurgico,90.0,
106100,SUTURA DE LA CONJUNTIVA SOD,103107,quirurgico,30.0,
103106,"RESECCIÓN DE TUMOR MALIGNO DE CONJUNTIVA, CON PLASTIA (135)",106100,quirurgico,130.0,
103108,PERITOMIA TOTAL,103106,quirurgico,30.0,
104100,REPARACION DE SIMBLÉFARON CON INJERTO LIBRE DE CONJUNTIVA SOD,103108,quirurgico,100.0,
104400,REPARACION DE SIMBLÉFARON CON INJERTO DE MUCOSA EXTRAOCULAR SOD,104100,quirurgico,100.0,
105100,DIVISION DE SIMBLEFARON SOD,104400,quirurgico,60.0,
168405,"DESCOMPRESIÓN DE ÓRBITA VIA INFERIOR Y MEDIAL, ABORDAJE SUBCILIAR",105100,quirurgico,100.0,
169203,DRENAJE DE COLECCION ANTERIOR DE ÓRBITA,168405,quirurgico,30.0,
169204,DRENAJE DE COLECCION POSTERIOR DE ÓRBITA,169203,quirurgico,100.0,
161100,EXTRACCIÓN DE CUERPO EXTRAÑO DE ÓRBITA SOD,169204,quirurgico,125.0,
169201,RESECCIÓN DE TUMOR MALIGNO DE ÓRBITA,161100,quirurgico,125.0,
165100,EXENTERACIÓN DE ÓRBITA CON ESCISIÓN DE ESTRUCTURAS ADYACENTES SOD,169201,quirurgico,125.0,
165200,EXENTERACIÓN DE ÓRBITA CON EXTRACCION TERAPEUTICA DE HUESO ORBITAL SOD,165100,quirurgico,125.0,
169202,RESECCIÓN DE TUMOR BENIGNO DE ÓRBITA,165200,quirurgico,80.0,
767901,REDUCCION ABIERTA DE BORDE O PARED ORBITAL,169202,quirurgico,120.0,
767902,REDUCCION ABIERTA DE FRACTURA DE UNA PARED ORBITARIA CON INJERTO,767901,quirurgico,120.0,
767904,REDUCCIÓN ABIERTA DE FRACTURA DE PISO DE ÓRBITA Y RECONSTRUCCION CON INJERTO,767902,quirurgico,135.0,
767905,REDUCCIÓN ABIERTA DE FRACTURA DE PARED MEDIAL DE ÓRBITA Y RECONSTRUCCION CON INJERTO,767904,quirurgico,135.0,
120000,EXTRACCION DE CUERPO EXTRAÑO INTRAOCULAR DEL SEGMENTO ANTERIOR DE OJO SOD (201),767905,quirurgico,85.0,
140000,EXTRACCION DE CUERPO EXTRAÑO DEL SEGMENTO POSTERIOR DEL OJO SOD,120000,quirurgico,155.0,
164100,ENUCLEACIÓN CON O SIN IMPLANTE PROTÉSICO SOD,140000,quirurgico,80.0,
164200,ENUCLEACIÓN CON INJERTO DERMOGRASO SOD,164100,quirurgico,120.0,
163100,EVISCERACIÓN DEL GLOBO OCULAR CON IMPLANTE SOD,164200,quirurgico,90.0,
166101,INSERCIÓN SECUNDARIA DE PRÓTESIS [IMPLANTE] CON FORMACIÓN DE FONDOS DE SACO CONJUNTIVALES,163100,quirurgico,100.0,
168301,PLASTIA DE ÓRBITA CON RECONSTRUCCIÓN DE FONDOS DE SACO CON INJERTOS,166101,quirurgico,100.0,
152100,PROCEDIMIENTO DE ALARGAMIENTO EN UN MUSCULO EXTRAOCULAR SOD,168301,quirurgico,80.0,
152200,PROCEDIMIENTO DE ACORTAMIENTO EN UN MUSCULO EXTRAOCULAR SOD,152100,quirurgico,80.0,
154101,REINSERCION O RETROINSERCION DE MUSCULOS RECTOS (UNO O DOS),152200,quirurgico,90.0,
154102,REINSERCION O RETROINSERCION DE MUSCULOS OBLICUOS (UNO O DOS),154101,quirurgico,90.0,
154103,REINSERCION O RETROINSERCION DE MUSCULOS RECTO Y OBLICUO,154102,quirurgico,150.0,
087100,RECONSTRUCCION DE PLIEGUES POR ACORTAMIENTO DE TENDÓN CANTAL MEDIAL (TELECANTO) SOD,154103,quirurgico,80.0,
100100,"EXTRACCION DE CUERPO EXTRAÑO INCRUSTADO EN CONJUNTIVA, POR INCISION SOD",087100,quirurgico,50.0,
111100,"EXTRACCIÓN DE CUERPO EXTRAÑO PROFUNDO EN CÓRNEA, POR INCISION SOD",100100,quirurgico,50.0,
117400,QUERATOTOMÍA RADIAL MIÓPICA O ASTIGMÁTICA [CIRUGÍA REFRACTIVA INCISIONAL] SOD,111100,quirurgico,60.0,
103201,"ABLACIÓN DE LESIÓN O TEJIDO DE CONJUNTIVA, POR DIATERMIA O CRIOCOAGULACION",117400,quirurgico,30.0,
114200,"CAUTERIZACIÓN DE CÓRNEA (TERMO, QUIMIO, O CRIOAPLICACIÓN) SOD",103201,quirurgico,30.0,
128402,"RESECCIÓN DE TUMOR DE LA ESCLERÓTICA, POR DIATERMIA O CRIOTERAPIA",114200,quirurgico,30.0,
117600,QUERATECTOMÍA SOD,128402,quirurgico,50.0,
114100,RESECCIÓN SIMPLE DE TUMOR DE CÓRNEA SOD,117600,quirurgico,50.0,
118100,QUERATOPIGMENTACION (TATUAJE DE LA CÓRNEA) SOD,114100,quirurgico,30.0,
115100,SUTURA DE CORNEA SOD,118100,quirurgico,80.0,
116200,QUERATOPLASTIA PENETRANTE SOD,115100,quirurgico,170.0,
115800,RETIRO DE SUTURA EN CÓRNEA SOD,116200,quirurgico,30.0,
116100,QUERATOPLASTIA LAMELAR O SUPERFICIAL SOD,115800,quirurgico,115.0,
115101,CORNOESCLERORRAFIA ( REPARACIÓN DE HERIDA CORNEOESCLERAL),116100,quirurgico,150.0,
116300,"QUERATOPLASTIA PENETRANTE, COMBINADA CON CIRUGIA DE CATARATA,ANTIGLAUCOMATOSA O LENTE INTRAOCULAR [CIRUGIA TRIPLE] SOD",02627,quirurgico,210.0,
117300,IMPLANTE DE PRÓTESIS CORNEANA (QUERATOPRÓTESIS) SOD,116300,quirurgico,100.0,
117500,QUERATOTOMÍA FOTORREFRACTIVA CON LASER CON QUERATOMILEUSIS [LASIK] SOD,117300,quirurgico,160.0,
115200,REPARACION DE DESHISCENCIA DE HERIDA POS OPERATORIA CORNEAL SOD,117500,quirurgico,90.0,
128100,SUTURA DE LA ESCLERA (ESCLERORRAFIA) SOD,115200,quirurgico,90.0,
128800,PLASTIAS EN ESCLERA (ESCLEROPLASTIA) SOD (176),128100,quirurgico,90.0,
115301,REPARACION DE LACERACION O HERIDA CORNEAL CON INJERTO ESPESOR PARCIAL (5),128800,quirurgico,170.0,
115302,REPARACION DE LACERACION O HERIDA CORNEAL CON INJERTO ESPESOR TOTAL (5),115301,quirurgico,170.0,
116400,ESCLEROQUERATOPLASTIA SOD,115302,quirurgico,170.0,
128401,"RESECCIÓN DE TUMOR DE LA ESCLERÓTICA, VÍA ABIERTA",116400,quirurgico,70.0,
123500,COREOPLASTIA (PUPILOPLASTIA) SOD,128401,quirurgico,50.0,
121400,"IRIDECTOMÍA ( BASAL, PERIFÉRICA Y TOTAL) SOD",123500,quirurgico,80.0,
123400,REPARACION O SUTURA DE IRIDODIÁLISIS SOD,121400,quirurgico,90.0,
124201,RESECCIÓN DE TUMOR DE IRIS,123400,quirurgico,90.0,
124401,RESECCIÓN DE TUMOR DE CUERPO CILIAR,124201,quirurgico,100.0,
123001,"IRIDOPLASTIA, CON SUTURA",124401,quirurgico,90.0,
121301,"REDUCCIÓN DE HERNIA DE IRIS, POR SUTURA DE IRIS",123001,quirurgico,65.0,
126601,REVISIÓN DE AMPOLLA FILTRANTE CON AGUJA,121301,quirurgico,50.0,
125500,CICLODIÁLISIS SOD,M02806,quirurgico,50.0,
125100,GONIOTOMIA SOD,125500,quirurgico,70.0,
125400,TRABECULOTOMÍA SOD,125100,quirurgico,87.0,
126400,TRABECULECTOMÍA PRIMARIA SOD (67),125400,quirurgico,150.0,
126401,TRABECULECTOMÍA SECUNDARIA (CON CIRUGIA OCULAR PREVIA) (67),126400,quirurgico,150.0,
126700,INSERCIÓN DE IMPLANTE PARA GLAUCOMA SOD,126401,quirurgico,150.0,
126705,REVISION ANTERIOR DE TUBO DE IMPLANTE,126700,quirurgico,95.0,
144101,IDENTACION ESCLERAL CON IMPLANTACION Y CRIOTERAPIA,126705,quirurgico,160.0,
142101,"ABLACIÓN DE LESIÓN CORIORETINAL, POR DIATERMIA O CRIOTERAPIA",144101,quirurgico,110.0,
143101,REPARACIÓN DE DESGARRO RETINAL (RETINOPEXIA) POR DIATERMIA O CRIOTERAPIA (68),142101,quirurgico,130.0,
145101,"REPARACION DE DESPRENDIMIENTO DE RETINA, CON DIATERMIA O CRIOTERAPIA (69)",143101,quirurgico,130.0,
127501,TRABECULOPLASTIA CON LASER,145101,quirurgico,130.0,
142300,"ABLACIÓN DE LESIÓN CORIORETINAL, POR FOTOCOAGULACION (LASER) SOD",127501,quirurgico,130.0,
143300,REPARACIÓN DE DESGARRO RETINAL POR FOTOCOAGULACION (LASER) SOD (68),142300,quirurgico,130.0,
145300,"REPARACION DE DESPRENDIMIENTO DE RETINA, CON FOTOCOAGULACION (LASER) SOD (69)",143300,quirurgico,130.0,
144102,"IDENTACION ESCLERAL CON IMPLANTACION, TAMPONAMIENTO INTERNO CON GAS (NEUMORETINOPEXIA) Y CRIOTERAPIA",145300,quirurgico,170.0,
144103,"IDENTACION ESCLERAL CON IMPLANTACION, TAMPONAMIENTO INTERNO CON GAS (NEUMORETINOPEXIA) Y FOTOCOAGULACION (LASER)",144102,quirurgico,200.0,
136501,CAPSULOTOMÍA,144103,quirurgico,20.0,
131100,EXTRACCIÓN INTRACAPSULAR DE CRISTALINO SOD,136501,quirurgico,100.0,
132200,EXTRACCIÓN EXTRACAPSULAR DE CRISTALINO POR ASPIRACION SOD,131100,quirurgico,100.0,
132400,EXTRACCIÓN EXTRACAPSULAR DE CRISTALINO EN PRESENCIA DE AMPOLLA FILTRANTE PREVIA SOD,132200,quirurgico,100.0,
137100,EXTRACCIÓN EXTRACAPSULAR DE CRISTALINO CON IMPLANTE DE LENTE INTRAOCULAR SUTURADO SOD,132400,quirurgico,155.0,
138100,EXTRACCION DE LENTE INTRAOCULAR (PSEUDOCRISTALINO) SOD,137100,quirurgico,90.0,
137200,IMPLANTE DE LENTE INTRAOCULAR SECUNDARIO SOD,138100,quirurgico,90.0,
132300,EXTRACCIÓN EXTRACAPSULAR DE CRISTALINO POR FACOEMULSIFICACION SOD,137200,quirurgico,125.0,
146100,RETIRO DE MATERIAL IMPLANTADO DEL SEGMENTO POSTERIOR DE OJO SOD,132300,quirurgico,110.0,
147401,VITRECTOMÍA VIA POSTERIOR CON INSERCIÓN DE SILICÓN O GASES (136),146100,quirurgico,190.0,
147301,VITRECTOMÍA VIA ANTERIOR CON VITRIÓFAGO,147401,quirurgico,135.0,
147402,VITRECTOMÍA VIA POSTERIOR CON RETINOPEXIA,147301,quirurgico,240.0,
180100,DRENAJE DE COLECCIÓN DE PABELLÓN AURICULAR SOD,03101,quirurgico,22.0,
180200,DRENAJE DE COLECCIÓN DE CONDUCTO AUDITIVO EXTERNO SOD,180100,quirurgico,22.0,
180300,"EXTRACCIÓN DE CUERPO EXTRAÑO DE CONDUCTO AUDITIVO EXTERNO, CON INCISION SOD",180200,quirurgico,50.0,
